CouncilDistrictCode,Latitude,Longitude,NumberofBuildings,NumberofFloors,LargestPropertyUseTypeGFA,ENERGYSTARScore,BuildingAge,ParkingRatio,AreaPerFloor,LogPropertyGFATotal,HasMultipleUses,UseTypeCount,LargestUseProportion,HasElectricity,HasNaturalGas,HasSteam,EnergySourceCount,HasENERGYSTARScore,BuildingType_NonResidential,BuildingType_Nonresidential COS,BuildingType_Nonresidential WA,BuildingType_SPS-District K-12,NeighborhoodGrouped_CENTRAL,NeighborhoodGrouped_DELRIDGE,NeighborhoodGrouped_DOWNTOWN,NeighborhoodGrouped_EAST,NeighborhoodGrouped_GREATER DUWAMISH,NeighborhoodGrouped_LAKE UNION,NeighborhoodGrouped_MAGNOLIA / QUEEN ANNE,NeighborhoodGrouped_NORTH,NeighborhoodGrouped_NORTHEAST,NeighborhoodGrouped_NORTHWEST,NeighborhoodGrouped_Other,NeighborhoodGrouped_SOUTHEAST,NeighborhoodGrouped_SOUTHWEST,PrimaryPropertyTypeGrouped_Industrial,PrimaryPropertyTypeGrouped_Institutional,PrimaryPropertyTypeGrouped_Office,PrimaryPropertyTypeGrouped_Other,PrimaryPropertyTypeGrouped_Retail
7.0,47.61116,-122.34748,1.0,4.0,70090.0,72.0,17.0,0.2,17500.0,11.37940550085183,1.0,2.0,0.8010285714285714,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.0,47.6117,-122.34778,1.0,11.0,150969.0,72.0,18.0,0.4935190502263591,17239.0,12.83309604909819,1.0,2.0,0.4032237817336841,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.0,47.61252,-122.34351,1.0,12.0,146689.0,,31.0,0.1963824289405684,12958.333333333334,12.173037959397275,0.0,1.0,0.7580826873385013,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7.0,47.61108,-122.34217,1.0,11.0,93879.0,96.0,93.0,0.0,9349.636363636364,11.540997725963418,1.0,2.0,0.912811387900356,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.0,47.61304,-122.34059,1.0,4.0,38880.0,83.0,91.0,0.0,13200.0,10.874285408908944,1.0,2.0,0.7363636363636363,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.0,47.61229,-122.33903,3.0,10.0,155000.0,,103.0,0.0,25849.7,12.462643235956785,1.0,5.0,0.5996201116453963,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7.0,47.61098,-122.33815,1.0,8.0,509342.0,,87.0,0.0,107712.75,13.666665942711877,1.0,2.0,0.5910883344822224,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.0,47.61,-122.32922,1.0,5.0,206950.0,,17.0,0.470645083353467,21910.0,12.240237329250249,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3.0,47.61048,-122.32837,1.0,9.0,46710.0,,28.0,0.0,5190.0,10.75173496195892,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3.0,47.61048,-122.32837,1.0,3.0,162000.0,65.0,71.0,0.3909774436090225,54000.0,12.491255347155263,1.0,2.0,0.6090225563909775,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3.0,47.60921,-122.32425,1.0,14.0,270384.0,58.0,24.0,0.5908719452647075,20168.785714285714,13.444677284810034,1.0,2.0,0.391771159647501,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7.0,47.61915,-122.34857,1.0,6.0,164332.0,100.0,15.0,0.4694498246763713,33463.833333333336,12.84382338846974,1.0,5.0,0.4342318394051416,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7.0,47.62036,-122.34588,1.0,5.0,109017.0,34.0,37.0,0.2697652659676931,15921.6,11.599268285192244,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,47.62177,-122.36158,1.0,5.0,228504.0,77.0,35.0,0.1394532411672119,47456.4,12.527195538537352,1.0,2.0,0.8287117294203834,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,47.56064,-122.32522,1.0,1.0,123061.0,59.0,15.0,0.0,123061.0,11.720443572397098,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,47.54868,-122.3255,1.0,1.0,40272.0,45.0,53.0,0.0,59090.0,10.986833907533804,1.0,2.0,0.6815366390252158,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,47.5471,-122.32406,1.0,1.0,106001.0,93.0,53.0,0.0,106000.0,11.571203807011967,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4.0,47.63349,-122.32634,1.0,3.0,125779.0,19.0,54.0,0.2421185372005044,40066.666666666664,11.974146893333248,1.0,3.0,0.7930580075662043,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,47.53764,-122.3232,1.0,1.0,118733.0,97.0,56.0,0.0,119661.0,11.69242638082741,0.0,1.0,0.9922447581083228,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.0,47.62958,-122.32826,1.0,7.0,82098.0,81.0,15.0,0.3213218390804597,13496.0,11.843674210764698,0.0,1.0,0.5897844827586207,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.0,47.62566,-122.34287,1.0,6.0,95721.0,95.0,32.0,0.3543736484157082,10300.0,11.469203436078995,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.0,47.62929,-122.34194,2.0,5.0,105563.0,83.0,20.0,0.5402587172911109,19611.0,12.27037988992534,1.0,2.0,0.4949433381938551,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.0,47.64776,-122.33924,1.0,3.0,63199.0,7.0,15.0,0.4595697078989749,18680.333333333332,11.549238107628549,0.0,1.0,0.6094583256989112,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.0,47.70105,-122.32659,1.0,5.0,71751.0,56.0,42.0,0.0,14976.0,11.223655465763157,1.0,2.0,0.958213141025641,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.0,47.69999,-122.32663,1.0,6.0,85339.0,53.0,37.0,0.0,14795.666666666666,11.393860357811288,1.0,2.0,0.9613062383130196,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.0,47.69917,-122.3268,1.0,5.0,91281.0,93.0,33.0,0.0,24450.0,11.713831587262764,1.0,4.0,0.7466748466257669,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5.0,47.70063,-122.32487,1.0,4.0,53730.0,20.0,37.0,0.0,13432.5,10.891745395126074,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,47.5671,-122.36416,1.0,3.0,55593.0,55.0,56.0,0.0,18531.0,10.92583056074651,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.0,47.62269,-122.33224,1.0,4.0,72066.0,54.0,34.0,0.45473533448708,18274.0,11.806020361621872,1.0,2.0,0.5375813093035746,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,47.5653,-122.33076,1.0,1.0,158415.0,25.0,11.0,0.0,158415.0,11.972979763362297,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.0,47.61907,-122.33651,1.0,8.0,155985.0,,87.0,0.0,35977.375,12.570090563724165,1.0,4.0,0.5419551871141238,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.0,47.62003,-122.35706,1.0,4.0,58195.0,81.0,31.0,0.3310535088223461,14548.75,11.373617419568252,1.0,2.0,0.6689464911776539,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.0,47.66057,-122.36857,1.0,1.0,102653.0,62.0,17.0,0.0,164437.0,12.010288878446971,1.0,3.0,0.6242694770641644,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.0,47.62402,-122.33755,1.0,5.0,118016.0,95.0,7.0,0.3590268969330341,23649.6,12.125312597296077,1.0,3.0,0.6397155278021704,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.0,47.62348,-122.33743,1.0,3.0,54880.0,,88.0,0.0,18400.0,10.918736348043124,1.0,2.0,0.9942028985507246,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7.0,47.62254,-122.33753,1.0,4.0,176171.0,,13.0,0.4635655314543517,32341.5,12.393215892603342,0.0,1.0,0.730518039965334,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7.0,47.62286,-122.33804,1.0,6.0,79384.0,96.0,12.0,0.3775218621214514,14450.0,11.844263113555304,1.0,5.0,0.5699516089659827,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.0,47.62383,-122.3356,1.0,5.0,168132.0,96.0,7.0,0.3641112476067156,34474.2,12.510139747231278,1.0,3.0,0.6202507830051905,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.0,47.62572,-122.33389,1.0,5.0,127800.0,56.0,102.0,0.0,25560.0,11.758229645621093,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.0,47.62855,-122.33035,1.0,5.0,372503.0,71.0,14.0,0.36858359083416,70783.8,13.23661485109685,1.0,2.0,0.6645715733359976,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.0,47.62621,-122.33128,1.0,6.0,131592.0,49.0,15.0,0.4192557548368874,21932.0,12.330910735660234,1.0,2.0,0.5807442451631125,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.0,47.62855,-122.33035,1.0,5.0,535947.0,,19.0,0.0,107189.4,13.191792420421312,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7.0,47.62121,-122.33885,1.0,5.0,72407.0,,13.0,0.3171822166562304,21809.2,11.981058595924264,1.0,4.0,0.4533938634940513,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7.0,47.62137,-122.33744,1.0,4.0,113803.0,97.0,10.0,0.3511314675715865,34035.75,12.25399100121357,1.0,4.0,0.5423942883288214,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.0,47.62131,-122.33814,1.0,6.0,178628.0,97.0,10.0,0.3625995123769807,32199.666666666668,12.621831259923514,1.0,3.0,0.5893310194884247,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.0,47.62002,-122.33687,1.0,3.0,29732.0,66.0,62.0,0.0,22460.0,11.118118358049584,1.0,5.0,0.4412585336895221,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7.0,47.62405,-122.34036,1.0,4.0,103135.0,,53.0,0.0,25558.75,11.53503914521534,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7.0,47.62405,-122.34036,1.0,5.0,175364.0,,8.0,0.3520848940542547,56562.6,12.986539072349808,1.0,3.0,0.4017530475581733,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7.0,47.62115,-122.3597,1.0,5.0,64752.0,80.0,42.0,0.2364924712134632,13447.2,11.38580774641058,1.0,2.0,0.7353001294542482,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.0,47.62224,-122.3585,1.0,5.0,66648.0,69.0,44.0,0.2341875243754158,13352.4,11.375718755205837,1.0,2.0,0.7645048062584597,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.0,47.62224,-122.3585,1.0,5.0,66747.0,86.0,46.0,0.2341875243754158,13352.4,11.375718755205837,1.0,2.0,0.7656404138658836,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.0,47.62014,-122.35768,1.0,5.0,69691.0,75.0,45.0,0.2454545454545454,13280.0,11.38510345703214,1.0,2.0,0.7919431818181818,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4.0,47.65821,-122.31831,1.0,4.0,108344.0,5.0,28.0,0.4493288402990612,27086.0,12.18968916627965,1.0,2.0,0.5506711597009387,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4.0,47.65884,-122.3183,1.0,4.0,95995.0,21.0,22.0,0.4981335870679019,23998.75,12.16147791819491,0.0,1.0,0.5018664129320981,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.0,47.66838,-122.3931,2.0,2.0,,,70.0,0.0,55722.5,11.621295447636063,1.0,5.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,47.56885,-122.37121,1.0,4.0,98475.0,83.0,19.0,0.0,24618.75,11.497568142649186,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3.0,47.62667,-122.32965,1.0,7.0,215602.0,23.0,16.0,0.4280004551531875,28725.0,12.770053179800655,0.0,1.0,0.6133246095639063,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5.0,47.7237,-122.29232,1.0,2.0,121087.0,78.0,21.0,0.6080882947906721,60543.5,12.640986517463418,1.0,2.0,0.3919117052093279,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.0,47.56895,-122.33775,1.0,1.0,63225.0,100.0,8.0,0.0,63225.0,11.054470887941358,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,47.56548,-122.35378,0.0,1.0,91532.0,,61.0,0.0,113780.0,11.64203082715686,1.0,2.0,0.8044647565477236,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6.0,47.64942,-122.35024,1.0,3.0,156312.0,,15.0,0.5577551632102536,41313.333333333336,12.543448045605032,1.0,3.0,0.5577551632102536,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7.0,47.63549,-122.34103,1.0,3.0,72000.0,,64.0,0.1955704011314736,17821.333333333332,11.104400680823604,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5.0,47.72053,-122.34739,1.0,1.0,107931.0,72.0,19.0,0.0,131387.0,11.785910056661423,0.0,1.0,0.8214739662219246,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.0,47.72377,-122.34095,1.0,3.0,67155.0,38.0,17.0,0.0,31466.666666666668,11.455306945297822,0.0,1.0,0.7113877118644067,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5.0,47.72546,-122.34659,6.0,1.0,124231.0,,52.0,0.0,111900.0,11.625369830810577,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5.0,47.72803,-122.34214,0.0,1.0,144776.0,56.0,32.0,0.0,144776.0,11.882949906538371,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.0,47.7249,-122.34332,1.0,1.0,57805.0,79.0,49.0,0.0,114000.0,11.643962499267984,1.0,2.0,0.5070614035087719,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.0,47.7235,-122.34458,1.0,1.0,50065.0,78.0,19.0,0.0,50083.0,10.821456874788838,1.0,2.0,0.999640596609628,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,47.65086,-122.35412,1.0,3.0,96504.0,73.0,28.0,0.2308758694618404,31808.666666666668,11.72861732123929,0.0,1.0,0.7778127040162488,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.0,47.64963,-122.35158,1.0,4.0,90000.0,84.0,16.0,0.4058666666666666,13368.0,11.407576060361786,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.0,47.64849,-122.35041,1.0,3.0,62232.0,70.0,15.0,0.3509855166022844,20777.333333333332,11.472540874774753,1.0,2.0,0.6479732614196021,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.0,47.64822,-122.34848,1.0,3.0,152579.0,96.0,17.0,0.4087066704157576,55376.0,12.545960470952528,1.0,4.0,0.5430688681897942,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6.0,47.64882,-122.34905,1.0,4.0,138995.0,89.0,17.0,0.4234180180328273,35075.5,12.402194373748076,1.0,2.0,0.5712107638061266,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7.0,47.6074,-122.33777,1.0,6.0,119815.0,,25.0,0.0,25776.666666666668,11.948990903938062,1.0,5.0,0.7746993404888142,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
